		[0, -1, 2]	['dummy entry: 0 easily confused with undefined', '', '']
spoil	vn	[1, -1, 2]	['破壞、寵壞；戰利品', '', '']
spokesperson	n	[2, -1, 2]	['發言人', '= spokesman, spokeswoman', '']
sponge	nv	[2, -1, 2]	['海綿；用海綿(濕布)清洗', '', '']
sponsor	vn	[1, -1, 2]	['贊助；贊助者', '', '']
sponsorship	n	[2, -1, 2]	['資助、贊助款', '', '']
spontaneous	j	[2, -1, 2]	['自發的、自然的', '', '']
spoon	n	[0, -1, 2]	['湯匙', '', '']
sport	n	[0, -1, 2]	['運動', '', '']
sporting	j	[2, -1, 2]	['體育運動的、有運動員風範的', '', '']
sportsmanship	n	[1, -1, 2]	['運動精神', '', '']
sportsperson	n	[1, -1, 2]	['運動員', '= sportsman, sportswoman', '']
spot	n	[1, -1, 2]	['斑點、地點', '', '']
spot	v	[1, -1, 2]	['看出、注意到', '', '']
spotlight	nv	[2, -1, 2]	['聚光燈、(大眾的)注目；特別關注', '', '']
spouse	n	[2, -1, 2]	['配偶', '', '']
sprain	vn	[2, -1, 2]	['扭傷', '', '']
sprawl	vn	[2, -1, 2]	['(伸開四肢)躺臥、蔓延；隨意擴展', '', '']
spray	nv	[1, -1, 2]	['水花、噴霧；噴灑', '', '']
spread	vn	[0, -1, 2]	['延伸；散布', '', '']
spring	v	[2, -1, 2]	['跳躍起、反彈、湧出', '', '']
spring	n	[0, -1, 2]	['春天、泉水', '', '']
sprinkle	vn	[1, -1, 2]	['撒上', '', '']
sprint	nv	[2, -1, 2]	['短跑；全速衝刺', '', '']
spur	vn	[2, -1, 2]	['激勵鼓舞；馬刺、靴刺', '', '']
spy	nv	[1, -1, 2]	['間諜；當間諜、暗中監視', '', '']
squad	n	[2, -1, 2]	['(軍警)班、小組、(運動)代表隊', '', '']
square	nj	[0, -1, 2]	['正方形、廣場；正方形的', '', '']
squash	vn	[2, -1, 2]	['壓扁、塞入；壁球', '', '']
squat	vjn	[2, -1, 2]	['蹲坐、占用(房子、地方)；矮胖的；蹲坐、偷住的房子', '', '']
squeeze	vn	[1, -1, 2]	['榨、擠', '', '']
squirrel	n	[1, -1, 2]	['松鼠', '', '']
stab	vn	[1, -1, 2]	['(用刀)捅、刺', '', '']
stability	n	[2, 42, 3]	['穩定(性)', '', 'stable']
stabilize	v	[2, 42, 3]	['穩定、穩固', '', 'stable']
stable	j	[1, 42, 3]	['穩定的、牢固的', '', 'stable']
stable	n	[1, 42, 3]	['馬廄', '', 'stable']
stack	nv	[2, -1, 2]	['一疊、大量；堆疊', '', '']
stadium	n	[1, -1, 2]	['體育場', '', '']
staff	nv	[1, -1, 2]	['全體員工；成為員工、(為機構)提供人員', '', '']
stage	n	[0, -1, 2]	['舞台', '', '']
stagger	vn	[2, -1, 2]	['踉蹌、使動搖、使震驚；蹣跚', '', '']
stain	nv	[2, -1, 2]	['汙漬；給…染色', '', '']
stainless	j	[2, -1, 2]	['無汙點的、不生鏽的', '', '']
staircase	n	[1, -1, 2]	['樓梯', '', '']
stair	n	[0, -1, 2]	['樓梯', '', '']
stake	nv	[1, -1, 2]	['樁、股份、風險；打賭', '', '']
stale	jv	[2, -1, 2]	['不新鮮的、陳腐的；變不新鮮', '', '']
stalk	n	[2, -1, 2]	['葉柄、花梗、莖', '', '']
stalk	v	[2, -1, 2]	['跟蹤、潛近', '', '']
stall	n	[2, -1, 2]	['貨攤、馬廄、牛棚', '', '']
stall	v	[2, -1, 2]	['熄火、拋錨、拖延時間', '', '']
stammer	vn	[2, -1, 2]	['口吃、結巴', '', '']
stamp	nv	[0, -1, 2]	['郵票、戳章；貼郵票、踩', '', '']
stance	n	[2, -1, 2]	['立場、站姿', '', '']
stand	vn	[0, -1, 2]	['站立、忍受；站立', '', '']
standard	nj	[0, -1, 2]	['標準；標準的', '', '']
standpoint	n	[2, -1, 2]	['立場、觀點', '', '']
stand-up	jn	[2, -1, 2]	['直立的；(喜劇)單口表演', '', '']
stanza	n	[2, -1, 2]	['(詩的)節、段', '', '']
staple	nv	[2, -1, 2]	['釘書針；用釘書針裝釘', '', '']
staple	j	[2, -1, 2]	['基本的、主要的', '', '']
stapler	n	[2, -1, 2]	['釘書機', '', '']
star	nv	[0, -1, 2]	['星星、明星；主演、擔任主角', '', '']
starch	nv	[2, -1, 2]	['澱粉；(衣服)上漿', '', '']
stare	vn	[1, -1, 2]	['盯著看；凝視', '', '']
stark	jb	[2, -1, 2]	['嚴酷的、鮮明的、赤裸的；完全地', '', '']
start	vn	[0, -1, 2]	['開始；開始、開端', '', '']
starter	n	[2, -1, 2]	['開胃菜、起跑者、起步階段', '', '']
startle	v	[2, -1, 2]	['使驚嚇', '', '']
starvation	n	[1, -1, 2]	['飢餓、餓死', '', '']
starve	v	[1, -1, 2]	['捱餓、餓死', '', '']
state	n	[1, -1, 2]	['州、國家；狀態', '', '']
state	j	[1, -1, 2]	['國家的、州的', '', '']
state	v	[1, -1, 2]	['陳述、說明、宣布', '', '']
statement	n	[1, -1, 2]	['說法、聲明', '', '']
statesman	n	[2, -1, 2]	['政治家', '', '']
stateswoman	n	[2, -1, 2]	['女政治家', '', '']
static	n	[2, -1, 2]	['靜電、靜力學', '', '']
static	j	[2, -1, 2]	['靜止的、靜力的', '', '']
station	n	[0, -1, 2]	['車站、(提供服務或進行某工作的)站、電視台', '', '']
station	v	[2, -1, 2]	['駐紮、部署、配置', '', '']
stationary	j	[2, -1, 2]	['靜止的、穩定的', '', '']
stationery	n	[0, -1, 2]	['文具', '', '']
statistic	n	[2, 41, 3]	['統計數字、統計資料', '', 'statistic']
statistical	j	[2, 41, 3]	['統計分析的', '', 'statistic']
statistician	n	[2, 41, 3]	['統計學家', '', 'statistic']
statistics	n	[2, 41, 3]	['統計資料、統計學', '', 'statistic']
statue	n	[1, -1, 2]	['雕像', '', '']
stature	n	[2, -1, 2]	['聲望、身高', '', '']
status	n	[1, 41, 3]	['地位、狀況', '', 'status']
statutory	j	[2, -1, 2]	['法定的', '', '']
stay	vn	[0, -1, 2]	['停留；停留時間', '', '']
steady	jv	[1, -1, 2]	['穩固的、不變的；使穩固、穩定', '', '']
steak	n	[0, -1, 2]	['牛排', '', '']
steal	v	[0, -1, 2]	['偷', '', '']
steam	nv	[0, -1, 2]	['蒸汽；蒸(食物)', '', '']
steamer	n	[2, -1, 2]	['汽船、蒸鍋', '', '']
steel	nj	[1, -1, 2]	['鋼、鋼鐵業；鋼的、鋼鐵業的', '', '']
steel	v	[1, -1, 2]	['鋼化、給...包上鋼；使堅強、下決心應付', '', '']
steep	v	[2, -1, 2]	['浸泡', '', '']
steep	j	[1, -1, 2]	['陡峭的', '', '']
steer	vn	[1, -1, 2]	['駕駛、引導', '', '']
stem	v	[1, -1, 2]	['起源於', '', '']
stem	n	[1, -1, 2]	['莖、梗、樹幹、(工具的)柄', '', '']
step	nv	[0, -1, 2]	['步伐；踏', '', '']
stepchild	n	[2, -1, 2]	['繼子、繼女', '', '']
stepfather	n	[1, -1, 2]	['繼父', '', '']
stepmother	n	[1, -1, 2]	['繼母', '', '']
stereo	jn	[1, -1, 2]	['立體聲的、立體音響的；立體聲、立體音響', '', '']
stereotype	nv	[2, -1, 2]	['刻版印象；使…成為定型', '', '']
sterling	n	[2, -1, 2]	['英鎊', '', '']
sterling	j	[2, -1, 2]	['優秀的', '', '']
stern	n	[2, -1, 2]	['船尾', '', '']
stern	j	[2, -1, 2]	['嚴厲的、嚴峻的', '', '']
stew	vn	[2, -1, 2]	['燉、思考、擔憂；燉菜', '', '']
steward	n	[2, -1, 2]	['(飛機輪船等)服務員、統籌人', '= stewardess = attendant', '']
stick	v	[0, -1, 2]	['插入、黏貼', '', '']
stick	n	[0, -1, 2]	['枝條、木棍、拐杖', '', '']
sticky	j	[1, -1, 2]	['黏的', '', '']
stiff	jb	[1, -1, 2]	['硬的、僵硬的；硬地、僵硬地', '', '']
still	j	[1, -1, 2]	['靜止的、不動的', '', '']
still	n	[2, -1, 2]	['(電影)劇照；(釀酒用的)蒸餾器', '', '']
still	b	[0, -1, 2]	['仍然、更加', '', '']
stimulate	v	[1, -1, 2]	['刺激、激發', '', '']
stimulating	j	[2, -1, 2]	['有啟發性的、能激發靈感的', '', '']
stimulation	n	[2, -1, 2]	['刺激、促進', '', '']
stimulus	n	[2, -1, 2]	['刺激、刺激物', '', '']
sting	vn	[1, -1, 2]	['螫、刺；刺傷', '', '']
stingy	j	[0, -1, 2]	['吝嗇的', '', '']
stink	vn	[2, -1, 2]	['發出異味、令人厭惡；惡臭', '', '']
stir	vn	[1, -1, 2]	['攪動、攪拌、激起、喚醒', '', '']
stitch	nv	[1, -1, 2]	['縫、縫線；縫補', '', '']
stock	v	[1, -1, 2]	['貯存、庫存', '', '']
stock	n	[1, -1, 2]	['貯存、存貨；股票', '', '']
stock	j	[1, -1, 2]	['庫存的、現有的；陳腐的、平凡的', '', '']
stocking	n	[1, -1, 2]	['長襪', '', '']
stomach	n	[0, -1, 2]	['胃', '= tummy', '']
stomachache	n	[0, -1, 2]	['腹痛', '', '']
stone	n	[0, -1, 2]	['石頭', '', '']
stool	n	[1, -1, 2]	['凳子', '', '']
stoop	vn	[2, -1, 2]	['俯身、彎腰；駝背', '', '']
stop	vn	[0, -1, 2]	['停止、阻止；短暫停留、(尤指公車)站', '', '']
storage	n	[2, -1, 2]	['儲藏(空間)、保管', '', '']
store	n	[0, -1, 2]	['商店', '', '']
store	v	[0, -1, 2]	['貯藏', '', '']
storey	n	[1, -1, 2]	['樓層', '= story (American English)', '']
storm	n	[0, -1, 2]	['暴風雨', '', '']
stormy	j	[0, -1, 2]	['暴風雨的', '', '']
story	n	[0, -1, 2]	['故事；樓層', '樓層= floor', '']
storyteller	n	[1, -1, 2]	['說故事者', '', '']
stout	j	[2, -1, 2]	['粗壯結實的、勇敢的、頑強的', '', '']
stove	n	[0, -1, 2]	['爐子', '', '']
straight	bj	[0, -1, 2]	['直地、筆直地；直的、筆直的', '', '']
straighten	v	[2, -1, 2]	['使變直、挺直', '', '']
straightforward	j	[2, 47, 3]	['簡單易懂的、坦誠的', '', 'straightforward']
strain	nv	[2, -1, 2]	['壓力、拉傷、品種；拉傷、盡力', '', '']
strained	j	[2, -1, 2]	['緊張的、不自然的', '', '']
strait	n	[2, -1, 2]	['海峽、(經濟)困境', '', '']
strange	j	[0, -1, 2]	['奇妙的、陌生的', '', '']
stranger	n	[0, -1, 2]	['陌生人', '', '']
strangle	v	[2, -1, 2]	['勒死、壓制', '', '']
strap	nv	[2, -1, 2]	['帶子；用帶子繫好', '', '']
strategic	j	[2, 39, 3]	['戰略性的', '', 'strategy']
strategy	n	[1, 39, 3]	['策略、戰略', '', 'strategy']
straw	n	[0, -1, 2]	['稻草', '', '']
strawberry	n	[0, -1, 2]	['草莓', '', '']
stray	vjn	[2, -1, 2]	['迷路、離題；走失的；走失的家畜', '', '']
streak	n	[2, -1, 2]	['條紋；(負面)性格', '', '']
streak	v	[2, -1, 2]	['使佈滿條紋；飛奔', '', '']
stream	n	[0, -1, 2]	['溪', '', '']
street	n	[0, -1, 2]	['街', '', '']
strength	n	[1, -1, 2]	['體力、力氣', '', '']
strengthen	v	[1, -1, 2]	['增強、鞏固', '', '']
stress	v	[0, 41, 3]	['強調、著重', '', 'stress']
stress	n	[0, 41, 3]	['壓力', '', 'stress']
stretch	vn	[1, -1, 2]	['拉長、伸展；一段', '', '']
strict	j	[1, -1, 2]	['嚴格的', '', '']
stride	vn	[2, -1, 2]	['大步走；大步、進步', '', '']
strike	vn	[0, -1, 2]	['打、擊、罷工；打擊、罷工', '', '']
striker	n	[2, -1, 2]	['罷工者、(足球)前鋒', '', '']
striking	j	[2, -1, 2]	['醒目的、顯著的、標致的', '', '']
string	nv	[1, -1, 2]	['細繩、線；懸掛、串在一起', '', '']
strip	n	[1, -1, 2]	['條、帶', '', '']
strip	v	[1, -1, 2]	['剝去、脫光衣服', '', '']
stripe	n	[2, -1, 2]	['條紋、線條', '', '']
strive	v	[1, -1, 2]	['努力、奮鬥', '', '']
stroke	nv	[1, -1, 2]	['中風、游泳姿勢；輕撫', '', '']
stroll	vn	[2, -1, 2]	['散步、閒逛', '', '']
strong	j	[0, -1, 2]	['強勁的', '', '']
structural	j	[2, 38, 3]	['結構上的', '', 'structure']
structure	nv	[1, 38, 3]	['結構、建築物；構成、組織', '', 'structure']
struggle	nv	[0, -1, 2]	['努力；努力、掙扎', '', '']
stubborn	j	[1, -1, 2]	['固執的', '', '']
stuck	j	[2, -1, 2]	['卡住、困於', '', '']
student	n	[0, -1, 2]	['學生', '', '']
studio	n	[1, -1, 2]	['錄音室、電影公司、工作室', '', '']
study	nv	[0, -1, 2]	['研究、調查；學習、研讀', '', '']
stuff	n	[1, -1, 2]	['物品、東西、材料', '', '']
stuff	v	[1, -1, 2]	['裝、填、塞、把...裝滿、塞進', '', '']
stumble	n	[2, -1, 2]	['絆倒、失足；錯誤', '', '']
stumble	v	[2, -1, 2]	['摔倒；犯錯；結巴地說；偶然遇到', '', '']
stump	n	[2, -1, 2]	['(樹倒或被砍後遺留下的)殘幹、殘肢、(鉛筆)頭、(菸)蒂', '', '']
stump	v	[2, -1, 2]	['砍去...的樹幹；笨重地行走；遊說', '', '']
stun	v	[2, -1, 2]	['使昏迷、使震驚', '', '']
stunning	j	[2, -1, 2]	['極有魅力的、令人印象深刻的', '', '']
stunt	n	[2, -1, 2]	['特技表演、噱頭', '', '']
stunt	v	[2, -1, 2]	['阻礙發展、遏制', '', '']
stupid	j	[0, -1, 2]	['愚笨的', '', '']
sturdy	j	[2, -1, 2]	['堅固的、強壯的、堅決的', '', '']
stutter	vn	[2, -1, 2]	['口吃、結巴', '', '']
style	n	[0, 42, 3]	['風格', '', 'style']
stylish	j	[2, 42, 3]	['時髦的、高雅的', '', 'style']
stylistic	j	[2, -1, 2]	['風格上的、文體上的', '', '']
sub	n	[2, -1, 2]	['替補隊員、代理人、會費', '', '']
sub	v	[2, -1, 2]	['臨時代替他人做...', '', '']
subject	jv	[1, -1, 2]	['易受...的、隸屬的、取決於；使順從、使遭受', '', '']
subject	n	[0, -1, 2]	['主題、科目、主詞', '', '']
subjective	j	[2, -1, 2]	['主觀的、主語的', '', '']
submarine	nj	[1, -1, 2]	['潛水艇；海底的', '', '']
submerge	v	[2, -1, 2]	['潛入水中、淹沒、掩蓋(情感)', '', '']
submersion	n	[2, -1, 2]	['潛入水中、淹沒', '', '']
submit	v	[2, 44, 3]	['提交、屈服', '', 'submit']
subordinate	njv	[2, 46, 3]	['部屬；從屬的；置於次要地位', '', 'subordinate']
subscribe	v	[2, -1, 2]	['定期訂閱、訂購、申請', '', '']
subscription	n	[2, -1, 2]	['訂閱(報刊)、捐款', '', '']
subsequent	j	[2, 41, 3]	['隨後的、後來的', '', 'subsequent']
subsidiary	nj	[2, 43, 3]	['子公司；輔助的', '', 'subsidy']
subsidize	v	[2, 43, 3]	['補助、發津貼', '', 'subsidy']
subsidy	n	[2, 43, 3]	['補貼、補助金', '', 'subsidy']
substance	n	[1, -1, 2]	['物質、本質', '', '']
substantial	j	[2, -1, 2]	['大量的、重大的、堅固的', '', '']
substantially	b	[2, -1, 2]	['非常、大體上', '', '']
substitute	nv	[1, 42, 3]	['代替的人(物)；代替', '', 'substitute']
substitution	n	[2, 42, 3]	['代理、代用、候補者', '', 'substitute']
subtle	j	[2, -1, 2]	['不易察覺的、巧妙的', '', '']
subtlety	n	[2, -1, 2]	['巧妙、微妙之處', '', '']
subtract	v	[1, -1, 2]	['減去', '', '']
suburb	n	[1, -1, 2]	['郊區', '', '']
suburban	j	[2, -1, 2]	['郊區的、呆板的', '', '']
subway	n	[0, -1, 2]	['地下鐵', '= underground, tube (British English), MRT, metro', '']
succeed	v	[0, -1, 2]	['成功', '', '']
success	n	[0, -1, 2]	['成功', '', '']
successful	j	[0, -1, 2]	['成功的', '', '']
succession	n	[2, 44, 3]	['連續、繼承', '', 'successor']
successive	j	[2, 44, 3]	['連續的、相繼的', '', 'successor']
successor	n	[2, 44, 3]	['繼任者、接替的事物', '', 'successor']
such	jr	[0, -1, 2]	['如此的；這樣的人(或事物)', '', '']
suck	v	[1, -1, 2]	['吸吮', '', '']
sudden	jn	[0, -1, 2]	['突然的；突然發生的事', '', '']
sue	v	[2, -1, 2]	['控告、提起告訴', '', '']
suffer	v	[1, -1, 2]	['遭受、受苦', '', '']
suffering	n	[1, -1, 2]	['痛苦、磨難', '', '']
sufficient	j	[1, 40, 3]	['充足的、足夠的', '', 'sufficient']
suffocate	v	[2, -1, 2]	['窒息、悶死', '', '']
sugar	n	[0, -1, 2]	['糖', '', '']
suggest	v	[0, -1, 2]	['建議', '', '']
suggestion	n	[1, -1, 2]	['建議', '', '']
suicide	n	[1, -1, 2]	['自殺', '', '']
suit	n	[0, -1, 2]	['西裝', '', '']
suit	v	[0, -1, 2]	['適合、相配', '', '']
suitable	j	[1, -1, 2]	['適宜的', '', '']
suitcase	n	[1, -1, 2]	['手提箱', '', '']
suite	n	[2, -1, 2]	['套房、一套傢具、組曲', '', '']
sulfur	n	[2, -1, 2]	['硫磺', '= sulphur (British English)', '']
sum	nv	[1, 41, 3]	['總和；共計、總結', '', 'sum']
summarize	v	[1, 41, 3]	['摘要', '', 'summary']
summary	n	[1, 41, 3]	['概要、總結', '', 'summary']
summer	n	[0, -1, 2]	['夏天', '', '']
summit	n	[1, -1, 2]	['山峰、頂峰', '', '']
summon	v	[2, -1, 2]	['傳喚出庭、召喚', '', '']
sun	n	[0, -1, 2]	['太陽', '', '']
sunbathe	v	[1, -1, 2]	['日光浴', '', '']
Sunday	n	[0, -1, 2]	['星期天', '= Sun.', '']
sunlight	n	[1, -1, 2]	['日光', '', '']
sunny	j	[0, -1, 2]	['陽光普照的', '', '']
sunrise	n	[1, -1, 2]	['日出', '', '']
sunset	n	[1, -1, 2]	['日落', '', '']
sunshine	n	[2, -1, 2]	['陽光、歡樂', '', '']
super	jb	[0, -1, 2]	['極好的；非常地、尤其地', '', '']
superb	j	[1, -1, 2]	['極佳的', '', '']
superficial	j	[2, -1, 2]	['膚淺的、表面的', '', '']
superintendent	n	[2, -1, 2]	['監管人、大樓管理員', '', '']
superior	jn	[1, -1, 2]	['較高的、較優秀的；上級', '', '']
superiority	n	[2, -1, 2]	['優越性、優勢', '', '']
supermarket	n	[0, -1, 2]	['超級市場', '', '']
superpower	n	[2, -1, 2]	['超級大國', '', '']
supersonic	j	[2, -1, 2]	['超音速的', '', '']
superstition	n	[2, -1, 2]	['迷信、迷信觀念', '', '']
superstitious	j	[2, -1, 2]	['迷信的、有迷信觀念的', '', '']
supervise	v	[2, -1, 2]	['監督、管理', '', '']
supervision	n	[2, -1, 2]	['監督、管理', '', '']
supervisor	n	[1, -1, 2]	['主管人、指導者', '', '']
supper	n	[0, -1, 2]	['晚餐', '= dinner', '']
supplement	vn	[2, 46, 3]	['補充、添加；添加物', '', 'supplement']
supplementary	j	[2, 46, 3]	['補充的', '', 'supplement']
supplier	n	[2, -1, 2]	['供貨商、供應者', '', '']
supply	nv	[0, -1, 2]	['供應品；供應、供給', '', '']
support	nv	[0, -1, 2]	['支持；支持、支援', '', '']
supporter	n	[1, -1, 2]	['支持者', '', '']
supportive	j	[2, -1, 2]	['支持的、鼓勵的', '', '']
suppose	v	[1, -1, 2]	['認為、應當', '', '']
suppress	v	[2, -1, 2]	['鎮壓、抑制', '', '']
supreme	j	[1, -1, 2]	['最高的、最大的', '', '']
sure	j	[0, -1, 2]	['確定的', '', '']
sure	b	[0, -1, 2]	['當然', '', '']
surely	b	[1, -1, 2]	['一定、想必', '', '']
surf	nv	[0, -1, 2]	['浪花；衝浪', '', '']
surface	n	[0, -1, 2]	['表面', '', '']
surge	n	[2, -1, 2]	['大浪、波濤；(海浪的)洶湧、奔騰', '', '']
surge	v	[2, -1, 2]	['(數量)激增、(人群)蜂擁而入；(海浪)洶湧、奔騰', '', '']
surgeon	n	[1, -1, 2]	['外科醫生', '', '']
surgery	n	[1, -1, 2]	['外科手術', '', '']
surgical	j	[2, -1, 2]	['外科的、外科手術的', '', '']
surpass	v	[2, -1, 2]	['超過、勝過', '', '']
surplus	nj	[2, -1, 2]	['盈餘；剩餘的', '', '']
surprise	nv	[0, -1, 2]	['驚喜；使驚訝', '', '']
surrender	vn	[1, -1, 2]	['投降、放棄', '', '']
surround	vn	[1, -1, 2]	['圍繞、圍住', '', '']
surroundings	n	[1, -1, 2]	['周圍事物、環境', '', '']
surveillance	n	[2, -1, 2]	['監視、看守、監督', '', '']
survey	nv	[1, 39, 3]	['(民意)調查；查看、審視', '', 'survey']
survival	n	[1, 44, 3]	['生存、存活', '', 'survive']
survive	v	[0, 44, 3]	['存活', '', 'survive']
survivor	n	[1, 44, 3]	['倖存者、生還者', '', 'survive']
susceptible	j	[2, -1, 2]	['敏感的、容許…的', '', '']
suspect	vnj	[1, -1, 2]	['懷疑；嫌疑犯；可疑的', '', '']
suspend	v	[1, 46, 3]	['懸掛、中止、暫時取消', '', 'suspend']
suspense	n	[2, -1, 2]	['不確定的狀態、懸疑', '', '']
suspension	n	[1, 46, 3]	['暫停、停學(職)', '', 'suspend']
suspicion	n	[1, -1, 2]	['懷疑', '', '']
suspicious	j	[1, -1, 2]	['(令人)懷疑的', '', '']
sustain	v	[2, 42, 3]	['維持、遭受', '', 'sustain']
sustainable	j	[2, 42, 3]	['可持續的；能長期保持的', '', 'sustain']
swallow	vn	[1, -1, 2]	['吞嚥、吞沒；一口的量', '', '']
swallow	n	[0, -1, 2]	['燕子', '', '']
swamp	v	[2, -1, 2]	['淹沒、應接不暇', '', '']
swamp	n	[2, -1, 2]	['沼澤', '', '']
swan	n	[0, -1, 2]	['天鵝', '', '']
swap	vn	[2, -1, 2]	['交換；交換物', '', '']
swarm	n	[2, -1, 2]	['(昆蟲等的)群、蜂群、一大批', '', '']
swarm	v	[2, -1, 2]	['蜂擁、成群結隊地移動', '', '']
sway	vn	[2, -1, 2]	['使搖擺、動搖、說服；搖擺、支配', '', '']
swear	v	[1, -1, 2]	['發誓、罵髒話', '', '']
sweat	nv	[1, -1, 2]	['汗；流汗', '', '']
sweater	n	[0, -1, 2]	['毛衣', '', '']
sweep	v	[0, -1, 2]	['掃', '', '']
sweet	jn	[0, -1, 2]	['甜(蜜)的；甜食', 'noun = candy', '']
swell	vn	[1, -1, 2]	['腫脹、增大、隆起；腫脹、增大、隆起處', '', '']
swift	j	[1, -1, 2]	['迅速的、敏捷的', '', '']
swim	v	[0, -1, 2]	['游泳', '', '']
swimsuit	n	[0, -1, 2]	['泳衣', '', '']
swing	vn	[0, -1, 2]	['擺動、搖晃；鞦韆', '', '']
switch	vn	[1, -1, 2]	['改變、交換；開關、改變', '', '']
swollen	j	[2, -1, 2]	['膨脹的、腫大的', '', '']
sword	n	[1, -1, 2]	['劍', '', '']
syllable	n	[1, -1, 2]	['音節', '', '']
syllabus	n	[2, -1, 2]	['教學大綱', '', '']
symbol	n	[0, 42, 3]	['標誌、符號', '', 'symbol']
symbolic	j	[2, 42, 3]	['象徵性的、作為象徵的', '= symbolical', 'symbol']
symbolism	n	[2, 42, 3]	['象徵主義、象徵手法', '', 'symbol']
symbolize	v	[1, 42, 3]	['象徵、代表', '', 'symbol']
symmetrical	j	[2, -1, 2]	['對稱的', '', '']
symmetry	n	[2, -1, 2]	['對稱、相等', '', '']
sympathetic	j	[1, -1, 2]	['有同情心的、支持的', '', '']
sympathize	v	[1, -1, 2]	['同情、支持', '', '']
sympathy	n	[1, -1, 2]	['同情心、支持', '', '']
symphony	n	[1, -1, 2]	['交響樂', '', '']
symposium	n	[2, -1, 2]	['研討會、座談會', '', '']
symptom	n	[1, -1, 2]	['症狀', '', '']
syndicate	nv	[2, -1, 2]	['財團；組成企業聯盟', '', '']
syndrome	n	[2, -1, 2]	['綜合症狀、典型表現', '', '']
synonym	n	[2, -1, 2]	['同義詞', '', '']
synonymous	j	[2, -1, 2]	['同義的、等同於的', '', '']
syntactic	j	[2, -1, 2]	['句法上的', '', '']
syntax	n	[2, -1, 2]	['句法、語構', '', '']
synthesis	n	[2, -1, 2]	['綜合、合成', '', '']
synthetic	jn	[2, -1, 2]	['人造的、合成的；合成物、合成纖維', '', '']
syrup	n	[1, -1, 2]	['糖漿', '', '']
system	n	[0, -1, 2]	['系統', '', '']
systematic	j	[1, -1, 2]	['有系統的', '', '']
table	n	[0, -1, 2]	['桌子', '', '']
table tennis	n	[0, -1, 2]	['乒乓球運動', '= ping-pong', '']
tablecloth	n	[1, -1, 2]	['桌巾', '', '']
tablespoon	n	[2, -1, 2]	['餐匙', '', '']
tablet	n	[1, -1, 2]	['藥片', '', '']
tableware	n	[2, -1, 2]	['餐具', '', '']
tabloid	n	[2, -1, 2]	['通俗小報、平板電腦', '', '']
taboo	n	[2, -1, 2]	['禁忌、避諱', '', '']
